pc,delta
94685453737057,2312222656
94685453736968,-15537648
94685453736968,-1411777344
94685453736968,-53529677784
94685453736924,53434288296
94685453736968,-537391440
94685453736968,2804599104
94685453736968,-3216447120
94685453736968,2490280608
94685453736968,-2417359072
94685453737057,2420902592
94685453736974,-1099218736
94685453736968,2131275360
94685453736968,-1102591664
94685453736974,-1108307104
94685453736968,-591087408
94685453736968,675131328
94685453736996,1863471248
94685453737057,-438587744
94685453736968,945216048
94685453736968,-3720149808
94685453736968,3524203040
94685453737057,-2037421664
94685453736968,-1552994160
94685453736968,-17514633968
94685453736924,21233524688
94685453736968,121558512
94685453736968,68342280
94685453736988,-2686678296
94685453736968,-1258033704
94685453736988,2387795768
94685453737057,930952248
94685453737116,154818904
94685453736968,-3368987232
94685453736968,2459188864
94685453737011,619865888
94685453736968,-695259984
94685453736968,967774896
94685453736968,-3209523952
94685453737057,114768976
94685453736968,2786924336
94685453737057,-1516358416
94685453737011,-566079168
94685453736974,2144638096
94685453737057,-1744662608
94685453736968,1206311448
94685453736988,-166596672
94685453736988,238011528
94685453736968,-3150315776
94685453736749,30833288
94685453736749,2222506728
94685453736968,444760416
94685453736968,-896190576
94685453736968,-119984208
94685453736968,433818768
94685453736968,2220083952
94685453736968,-1040550096
94685453736968,-1502469392
94685453736974,-532600640
94685453737057,108497824
94685453736968,397687712
94685453737057,-740372720
94685453736968,-582574512
94685453736968,676922088
94685453736988,-1353337368
94685453736749,1481206928
94685453737057,1056376648
94685453736988,-2272126776
94685453736749,2734887664
94685453736974,829666240
94685453737057,-2059689296
94685453736968,1022583241056
94685453738901,8
94685453737161,0
94685453737161,0
94685453737161,-256
94685453736816,256
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,-256
94685453736816,256
94685453737161,0
94685453737161,40
94685453739289,-40
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,-256
94685453736816,256
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,-256
94685453736816,256
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,-256
94685453736816,256
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,40
94685453739289,-40
94685453737161,0
94685453737161,0
94685453737161,-8
94685453738901,8
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,40
94685453739289,-40
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,-176
94685453736640,-80
94685453736816,256
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,-256
94685453736816,256
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,-256
94685453736816,256
94685453737161,-256
94685453736816,256
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,-256
94685453736816,256
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,-256
94685453736816,256
94685453737161,0
94685453737161,0
94685453737161,40
94685453739289,-40
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,-256
94685453736816,256
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,-256
94685453736816,256
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,-256
94685453736816,256
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,-256
94685453736816,256
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,40
94685453739289,0
94685453739289,-40
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,-8
94685453738901,8
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,-1019960314424
94685453736996,-370700320
94685453737057,-2605322000
94685453736968,1051662432
94685453736968,-1860711648
94685453736968,1625199744
94685453736968,41390424
94685453737041,2153263272
94685453736996,-3573481920
94685453736968,3174710208
94685453736968,-869236224
94685453736968,-1957214704
94685453737057,919420912
94685453736968,2153438096
94685453737057,-2655688512
94685453737057,391343776
94685453736968,1369041360
94685453736968,833973408
94685453736968,-1609886448
94685453736968,-1144712032
94685453737057,338298048
94685453737057,-388860800
94685453736968,2010361472
94685453737057,-563065136
94685453736968,741790944
94685453736968,-1628382464
94685453737011,-948902592
94685453737011,-153354688
94685453736996,1191695440
94685453736974,-1071415840
94685453736968,855590832
94685453736968,-1233414336
94685453736968,1548278736
94685453736968,777813312
94685453736968,1512698928
94685453736996,-1916713104
94685453736968,-650709696
94685453736968,412133760
94685453736968,329666432
94685453737057,1344369280
94685453736968,-4088663880
94685453736749,3649604088
94685453736968,-3602726736
94685453736749,305993208
94685453736749,3257827848
94685453736996,-724715472
94685453736968,1541705376
94685453736968,-161717856
94685453736968,-3161737344
94685453736968,-125345952
94685453736996,1027203168
94685453736968,1029168144
94685453736968,-690919200
94685453736968,-1047188544
94685453736968,1684676640
94685453736996,-413064384
94685453736968,-398253312
94685453736968,1294601712
94685453736968,-2188221840
94685453736968,-48143023056
94685453736924,49184662224
94685453736968,-1278235920
94685453736968,26051304
94685453736988,-77659464
94685453736968,3249441312
94685453736996,-835601576
94685453737084,-2666408584
94685453736968,1908018912
94685453736996,-20049815048
94685453736924,20216901720
94685453737011,302500208
94685453736968,994824672
94685453736968,-1622991424
94685453737057,265838224
94685453736968,334701840
94685453736968,469750224
94685453736968,-401007552
94685453736968,-297924776
94685453737084,1350914840
94685453736996,-1478740176
94685453736968,1672793472
94685453736968,-834429600
94685453736968,817896408
94685453736988,-3131134760
94685453737011,2008701104
94685453736968,609631408
94685453736974,613078704
94685453737011,-2774641024
94685453736968,-200257344
94685453736968,433976448
94685453736968,-51060912
94685453736968,1904078016
94685453736968,-2885842800
94685453736968,550427904
94685453736968,-675623280
94685453736996,216913728
94685453736968,718206160
94685453737011,2051648208
94685453736974,425382240
94685453737011,-3305698944
94685453736974,158000624
94685453736968,-47320968
94685453736988,-54734808
94685453736968,3321848544
94685453736968,-293067056
94685453737011,652496432
94685453736968,-871808496
94685453736968,-2039327136
94685453736968,-994479840
94685453736968,2486629680
94685453736968,-2320087808
94685453736974,3466379648
94685453736968,-3401897184
94685453736968,840231216
94685453736968,2110242576
94685453736968,632336472
94685453736988,-112534248
94685453736968,-1135579200
94685453736968,-650297232
94685453736968,764443776
94685453736968,-3111586928
94685453736749,-120682200
94685453736749,906976760
94685453736968,-36710448
94685453736996,1911330160
94685453736974,-396592624
94685453736968,-1314009936
94685453736968,3394287280
94685453737011,-994748544
94685453737011,-1037020800
94685453737011,1886068512
94685453736974,-2076613696
94685453736968,960498960
94685453736968,-511416656
94685453736974,-2391404024
94685453736749,879884248
94685453736996,2088035984
94685453737057,-227077040
94685453736996,841854048
94685453736968,-1529868400
94685453737057,-965749216
94685453737011,838610688
94685453737011,1420032368
94685453736968,-1279757520
94685453736968,-1722597744
94685453736968,1688750112
94685453736968,192946560
94685453736968,885428304
94685453736968,-1519624224
94685453736968,-828493776
94685453736968,2220026208
94685453736968,941317488
94685453736968,-3329079936
94685453736968,-301140240
94685453736968,2072386320
94685453736968,785555136
94685453736968,-2905676512
94685453737057,2107602544
94685453736968,-1399974336
94685453736996,1434821472
94685453736968,1830242256
94685453736996,-3007931472
94685453736996,1361073504
94685453736968,-2291622288
94685453736968,3603815328
94685453736968,-2978972832
94685453736968,2561029776
94685453736968,-1866766080
94685453736968,-950051232
94685453736968,224136144
94685453736968,-1118012736
94685453736749,343166400
94685453736749,3067060448
94685453737057,219145888
94685453736968,-1944750720
94685453736968,-112765008
94685453736968,2915926832
94685453737057,-3754546768
94685453737011,-38931440
94685453737057,2432058496
94685453736968,-1793984496
94685453736968,-737646048
94685453736968,1430426304
94685453736968,-261840384
94685453736968,33975120
94685453736968,-88028810652
94685453736924,90328876892
94685453737057,-3117905488
94685453736974,-1172749336
94685453736749,2035533096
94685453736968,-202506936
94685453736988,1834266936
94685453736968,-117086561504
94685453736924,114471542336
94685453736968,1935185664
94685453736996,-91503264
94685453736968,-2911008024
94685453736749,3050625432
94685453736968,-749066976
94685453736968,1275739680
94685453736968,1020877521176
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,-8
94685453738901,-96
94685453738968,104
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,-8
94685453738901,8
94685453737161,0
